CEFR,Text
C2,"Sie suchen eine Herausforderung und sind mindestens 18 Jahre alt. Egal ob Mann oder Frau, ob alt oder jung, Sie sind in der Rehaklinik Alpenrose genau richtig! 
Ob nach dem Schulabschluss oder zur Überbrückung, der Bundesfreiwilligendienst hilft Ihnen, sich in das Berufsleben einzufinden und vermittelt Ihnen soziale Kompetenzen. 
Sie lernen den Umgang mit Menschen und sammeln wertvolle Erfahrungen. 
Sie sind arbeitsuchend, dann bieten wir Ihnen die Möglichkeit, den Bundesfreiwilligendienst anzutreten, oder Sie brauchen Abwechslung von Ihrem Rentnerleben und sind immer noch topfit. Dann sind Sie bei uns genau richtig! 
Wir suchen für unser Team einen motivierten und engagierten Mitarbeiter. Sie sind teamfähig und der Umgang mit Menschen macht Ihnen Spaß! 
Dann bewerben Sie sich bei uns. Die Stelle ist ab dem 01. September zu besetzen und auf einen Zeitraum von längstens 18 Monaten begrenzt. Richten Sie Ihre vollständige schriftliche Bewerbung bitte an die Personalabteilung."
C2,"Berufsfreiwilligendienst (BFD) in allen Bereichen des Sports

Einsatzfeld: 
BFDler/innen können in allen Bereichen des Sports eingesetzt werden. So beinhaltet ein BFD bspw. Aufgaben in der Arbeit mit Senioren, Hausmeister-, Platzwart- und Verwaltungstätigkeiten sowie Übungsleitertätigkeiten in allen Altersklassen. 

Einblicke: 
Der Bundesfreiwilligendienst im Sport ist (ein) Kontrastprogramm zum Alltag: Jede Menge interessante Bekanntschaften, neue Herausforderungen und ein hohes Maß an Selbstverantwortlichkeit. Viele Teilnehmer/innen nutzen ihre BFD-Zeit zur beruflichen (Neu-) Orientierung im Bereich Sport, um wichtige Kontakte für das weitere Arbeitsleben zu knüpfen oder um sich nach langjähriger Berufserfahrung für andere Menschen zu engagieren. 

Arbeitszeiten: 
Der BFD ist in der Regel ein 12-monatiger freiwilliger Dienst für Menschen, die ihre Vollzeitschulpflicht erfüllt haben und mindestens 16 Jahre alt sind. Eine Altersgrenze besteht in diesem Dienst nicht. Die reguläre Wochenarbeitszeit für einen/e BFDler/in beträgt in der Regel 39 Stunden die Woche. Ab einem Alter von 27 Jahren besteht die Möglichkeit zur Teilzeitarbeit."
C2,"Kita Froschkönig braucht Unterstützung
Art der Stelle: Bundesfreiwilligendienst (BFD) oder freiwilliges soziales Jahr (FSJ)
Einsatzbereich: Kinder- und Jugendhilfe
Anzahl der Stellen: 1 Stelle
Dienstbeginn: August
Dauer der Anstellung: 9 Monate
Wochenstunden: 40 Std.

Stellenbeschreibung:
Die Kita Froschkönig ist eine private Initiative von Eltern für die Betreuung von 16 Kindern zwischen 2 und 6 Jahren in entspannter familiärer Atmosphäre.

Wir suchen eine Hilfe (BFD oder FSJ) für hauswirtschaftliche Tätigkeiten. Das heißt konkret: Frühstück vorbereiten, Mittagessen kochen, den Kinderladen aufräumen und saubermachen. Unsere Arbeitszeiten sind von 8.00 bis 16.00 Uhr. Wir bieten 550 € Taschengeld inkl. der Sozialversicherung und gesetzlichen Unfallversicherung und ein nettes Team mit zwei erfahrenen Erzieherinnen.

Unsere Einrichtung hat einen großen Garten und liegt in einem autofreien Studentendorf, hier können wir bei Bedarf auch bei einer Zimmervermittlung behilflich sein.

Wir freuen uns über eine selbstständige und organisierte Person, die auch im wuseligen Kinderalltag den Überblick behält und Lust hat, sich unseren Gruppenausflügen und Festen anzuschließen."
C2,"Ganz bestimmter gesellschaftlicher Entwicklungstendenzen wegen muss die soziale Lage der Bevölkerung bei der Stadtentwicklung als Grundorientierung dienen. Vor allem unter Berücksichtigung des demographischen Wandels ist Stadtumbau durch neu entstandene Ansprüche als Herausforderung zu betrachten. Zum einen muss der Anstieg des Durchschnittsalters bedacht werden, zum anderen aber dürfen auch die folgenden Generationen nicht vernachlässigt werden. Gerade die jungen Leute brauchen, was die Lage und das Wohnumfeld betrifft, eine bestimmte Atmosphäre, um ein auf die Zukunft gerichtetes Lebensgefühl zu entwickeln und nicht in Jugendkriminalität, Alkoholismus oder Drogenkonsum abzudriften. Schaffen es die Betroffenen, sich mit ihrer Wohnlage zu identifizieren, führt das wiederum zu einer sozialen Stabilität des Wohnquartiers. Hier können auch Bau– und Gestaltqualität die Lebensqualität der Bewohner beeinflussen. Die Thematik „Wohnen im Alter“ genießt in dieser Hinsicht zurzeit eine rege Aufmerksamkeit; Es wird intensiv versucht, Wohnstandorte, die Gestaltung des Wohnumfeldes und die Ausstattung der Wohnquartiere den Bedürfnissen anzupassen."
C2,"Gentrifizierung oder wem gehört die Stadt?
Seit Jahrzehnten greift in westlichen Großstädten ein Phänomen um sich: Ursprünglich preisgünstige Wohngebiete werden plötzlich aufgewertet und geraten ins Blickfeld von Immobilienhaien. Doch wer sind die Gewinner, wer die Verlierer dieser Entwicklung? 

Die Zeiten der Stadtflucht gehören der Vergangenheit an. Einst sprach man den Stadtzentren jegliche Lebensqualität ab, sie galten als laut, schmutzig und kinderfeindlich. Daher strebte jeder, so irgend möglich, das Häuschen im Grünen zwischen zahllosen anderen Eigenheimen mit Garten und dem Zweitwagen vor der Tür an. Im Notfall tat es auch ein Reihenhaus, dessen Garten dann meist nicht mehr nennenswert war. Nun aber richten schon seit geraumer Zeit vor allem jüngere Leute auf der Suche nach dem idealen Wohnraum ihren Blick auf die Großstädte. Mehrere Umstände lassen das Haus fern des Stadtzentrums mittlerweile nicht mehr als kleines Paradies erscheinen."
C2,"Die Ankläger dieser Entwicklung sind nicht unter den Bewohnern der gentrifizierten Stadtviertel zu finden – und doch haben nicht selten eben diese Bewohner, bevor sie als junge, gut verdienende Akademiker hier Einzug halten konnten, einst als damals links orientierte, sozial denkende Studenten gegen eben solche Entwicklungen protestiert. Sie hatten sich „wer sich nicht wehrt, der lebt verkehrt“ auf die Fahnen geschrieben und wollten Widerstand gegen eine unter Hintanstellung sozialer Gesichtspunkte nach rein marktwirtschaftlichen Grundsätzen handelnde Wohnungspolitik leisten.

Diese Studenten hielten leer stehende, baufällige Altbauten besetzt, oft in Form von Instandbesetzungen, das heißt, sie bezogen illegal den Wohnraum, jedoch in der Absicht, ihn vor dem gänzlichen Verfall zu bewahren. Ziel der Studenten und jungen Handwerker war es, die Bausubstanz zu erhalten und die oft noch erkennbar einst schmucken Stadthäuser herzurichten. So manche Stadt entschloss sich angesichts der konstruktiven Haltung der Besetzer, das Verhältnis zu legalisieren, Kaufangebote zu unterbreiten und günstige Mietverträge anzubieten."
C2,"Das Mutterbild früherer Zeiten liegt immer noch wie ein Schleier über unserer Gegenwart. Zugleich ist die neue Rollenerwartung so hoch, dass vielen Frauen angst und bange wird. 

Ein Tausch in der Rollenverteilung der Geschlechter war in der vorangegangenen Generation so gut wie unbekannt. Als Mädchen war ich im Leichtathletikverein des Nachbarortes, einer Kleinstadt in der süddeutschen Provinz. Irgendwann stand ein neuer Trainer auf dem Sportplatz. Er war ein freundlicher Typ. Wir mochten ihn. Irgendwann sagte jemand, dass unser Trainer, wenn er nicht auf dem Sportplatz stand, den ganzen Tag zu Hause sei, dass er für seine Töchter Mittagessen koche und mit ihnen Hausaufgaben mache, dass er wasche und putze, während seine Frau zur Arbeit gehe. Das Wort Hausmann kannten wir nicht, nur Väter, die arbeiteten, und Mütter, die morgens nicht ins Büro fuhren, sondern den Haushalt machten. Irgendetwas, dachten wir, stimmte mit unserem Trainer nicht."
C2,"Bisher ist der typische Berufsweg einer Mutter von mehrjährigen Unterbrechungen geprägt, die in jene Lebensjahre fallen, die für die Karriere entscheidend sind. Den meisten Frauen gelingt es danach nicht mehr, dort anzuknüpfen, wo sie ausgestiegen sind. Das ist aber nicht das einzige Problem. Frauen in Deutschland verdienen noch immer deutlich weniger als Männer. Allein schon deshalb müssen sie später mit einer geringeren Rente rechnen. Steigt eine Frau nun für Jahre aus dem Beruf aus, weil sie Mutter geworden ist, verschärfen sich die Konsequenzen aus dem Lohngefälle weiter. Denn mit ihrer Abwesenheit, während der sie ihr Kind versorgt, verringern sich nicht nur ihre Chancen auf einen Karrieresprung, der eine höhere Gehaltsstufe bedeuten könnte, sondern sie bekommt später, durch den Wegfall zahlreicher Beitragsjahre, auch noch deutlich weniger Rente. Haben wir Frauen studiert, um beruflich und gesellschaftlich so zu enden?"
C2,"Sie müssen noch etwas warten, dann sind sie reich. 111 Nachfahren des deutschen Firmengründers Fritz Henkel (1848 bis 1930) dürfen demnächst frei über Aktien verfügen und die sind im Augenblick mehr als sechs Milliarden Euro wert. Oder pro Kopf, rein rechnerisch: um die 56 Millionen Euro. So viel Geld hat kein Lottogewinner in Deutschland jemals kassiert. Die wenigsten Unternehmer erreichen vergleichbare Summen, und Arbeitnehmern gelingt es quasi nie. Ein Durchschnittsverdiener bekommt in Deutschland 3.300 Euro im Monat und müsste für diesen sagenhaften Betrag mehr als 1.400 Jahre lang arbeiten.
Nein, in Deutschland gibt es vor allem einen Weg zum Reichtum: Man erbt ihn. Erstmals nämlich rückt eine Generation auf den Tod zu, die mehr als 60 Jahre Zeit hatte, Wohlstand aufzubauen – ohne Krieg, ohne Hyperinflation oder Währungsreform. So entstanden vor allem in Westdeutschland ungeheure Vermögen. Allein die Wahrscheinlichkeit, ein Haus zu erben, hat sich bereits verdoppelt."
C2,"Die zu vererbenden Vermögen sind sehr ungleich verteilt: Die Hälfte der Bevölkerung hat kaum Ersparnisse, während die reichsten zehn Prozent fast zwei Drittel aller Besitztümer auf sich vereinigen. Westdeutsche Akademiker haben besonders hohe Chancen auf ein hohes Erbe. „Umgekehrt haben Hauptschüler, Geringverdiener und Ostdeutsche wenig zu erwarten“, sagt Szydlik. Sogar die Partnerwahl spiele eine Rolle, sagt der Soziologe. „Da häufig beide Partner aus einer höheren sozialen Schicht kommen, wird doppelt geerbt.“ 
Ein anderer Erbe hat sich lange gegen das Erben gewehrt. Peter Vollmer wuchs in einer schönen Villa auf, sollte den väterlichen Betrieb übernehmen, einen mittelständischen Verlag in Wuppertal. 
Doch als er dort eine Druckerlehre begann, lernte er Arbeiter kennen und staunte, wie anders, wie viel einfacher sie lebten. Der Unternehmersohn fand das ungerecht, stritt mit seinem Vater. Danach ging Vollmer ins Ausland, jobbte, studierte und beschloss irgendwann, dass er auf der Seite der Arbeiter stehen wollte."
C2,"ERASMUS-Auslandspraktikum (SMP)
Studierende können mit ERASMUS Praktika im europäischen Ausland absolvieren. Die Praktika können in Unternehmen oder anderen Einrichtungen stattfinden. Nicht förderbar sind Praktika in europäischen Institutionen/Organisationen, nationalen diplomatischen Vertretungen sowie Organisationen, die EU-Programme verwalten. 

Studierende sammeln dadurch Arbeitserfahrung in einem internationalen Umfeld und lernen die Erfordernisse eines EU-weiten Arbeitsmarktes kennen. Darüber hinaus können sie ihre Schlüsselqualifikationen wie Kommunikations- und Kooperationsfähigkeit, Offenheit und Kenntnisse über andere Kulturen und Märkte erweitern. 

Studierende können für ein Pflichtpraktikum oder auch ein freiwilliges Praktikum zwischen drei und zwölf Monaten gefördert werden. 

Die Aufenthalte werden in allen EU-Mitgliedsländern sowie in Island, Liechtenstein, Norwegen, der Schweiz und der Türkei gefördert. 

Information und Bewerbung 
Informationen und Beratung gibt es direkt an Ihrer Hochschule, im Akademischen Auslandsamt oder bei den ERASMUS-Koordinatoren. Auch die Bewerbung für ein ERASMUS-Stipendium ist direkt an die Hochschule bzw. an das Konsortium, dem die eigene Hochschule angehört, zu richten. "
C2,"LEONARDO DA VINCI ist das Programm der Europäischen Union für die Zusammenarbeit in der beruflichen Aus- und Weiterbildung. Es ist nach dem italienischen Universalgenie der Renaissance benannt.

Das Programm unterstützt und ergänzt die Berufsbildungspolitik der teilnehmenden Staaten. Dazu wird die Europäische Union bis nächstes Jahr ein Gesamtbudget von 1.725 Mio. Euro zur Verfügung stellen. Das LEONARDO DA VINCI-Programm fördert zum einen europäische Bürgerinnen und Bürger beim Erwerb internationaler Kompetenzen. So soll die Anzahl an Praxisaufenthalten in Betrieben und Berufsbildungseinrichtungen in einem anderen europäischen Land auf mindestens 80.000 pro Jahr erhöht werden. Zum anderen trägt es durch europäische Modellversuche sowie durch den Transfer bereits entwickelter Produkte und Verfahren zu Innovation und Verbesserung der Berufsbildungssysteme und -praxis bei. LEONARDO DA VINCI unterstützt zentrale europäische Reformvorhaben wie die Entwicklung eines Kreditpunktesystems in der beruflichen Bildung (ECVET) und eines Europäischen Qualifikationsrahmens (EQR)."
C2,"Comenius - Das europäische Programm für die schulische Bildung
Die europäische Integration gestalten und den Herausforderungen der Globalisierung begegnen: Wer dafür Verständnis wecken möchte und junge Menschen beim Erwerb von Fähigkeiten und Kompetenzen unterstützen will, die für ihre persönliche Entfaltung, ihre Beschäftigungschancen und eine aktive Bürgerschaft erforderlich sind, muss Europa im Unterricht und in der Schule erfahrbar machen und die Qualität der schulischen Bildung sicherstellen. COMENIUS unterstützt die Mobilität von Schülern, Lehramtsstudierenden und Lehrkräften, fördert das Erlernen moderner Fremdsprachen und ermöglicht innovative Wege der Zusammenarbeit und Partnerschaft schulischer Einrichtungen in Europa. 

Zielgruppen 
COMENIUS richtet sich an vorschulische Einrichtungen und Schulen bis zum Ende des Sekundarbereichs II sowie an Einrichtungen und Organisationen der Schulverwaltung und der Lehreraus- und -fortbildung. 

Geförderte Aktivitäten
multilaterale und bilaterale Schulpartnerschaften und die Mobilität von Schülern; 
Regio-Partnerschaften im schulischen Bereich zwischen Regionen und Gemeinden; 
Vorbereitende Besuche und Kontaktseminare 
Assistenzzeiten von Studierenden der Lehramtsfächer an Schulen im Ausland."
C2,"GRUNDTVIG ist das Programm für die allgemeine Erwachsenenbildung. Namensgeber ist der dänische Theologe und Pädagoge Nikolaj Frederik Severin Grundtvig (1783 – 1872). Er gilt als Nestor der Heimvolkshochschule und hat dem lebenslangen Lernen wichtige Impulse gegeben.

Zwei spezifische Ziele stehen bei GRUNDTVIG im Vordergrund: Zum einen sollen die durch die Alterung der Bevölkerung entstehenden Bildungsherausforderungen angegangen werden. Zum anderen unterstützt das Programm Erwachsene bei der Erweiterung und Vertiefung ihres Wissens und ihrer Kompetenzen. Im Blickpunkt stehen dabei neben älteren Menschen auch Erwachsene, die ihren Bildungsweg ohne Grundqualifikation abgebrochen haben.

Zielgruppen
Das Programm GRUNDTVIG umfasst alle Bereiche der Erwachsenenbildung und steht Einrichtungen der formalen, nicht-formalen und informellen Erwachsenenbildung in den Teilnehmerstaaten offen. Dies können öffentliche Institutionen sein wie Behörden, Verwaltungen und Regierungsstellen, oder Einrichtungen in öffentlicher oder privater Trägerschaft wie Initiativen, Vereine, Volkshochschulen oder Nichtregierungsorganisationen. Antragsberechtigt sind die Beschäftigten dieser Einrichtungen wie Lehrende, Multiplikator(inn)en, Wissenschaftler/-innen sowie Personen, die mit Erwachsenen oder benachteiligten Jugendlichen arbeiten."
C2,"Zwischen Politik und Medien besteht in demokratischen Systemen ein enges Austauschverhältnis, das durch gegenseitige Abhängigkeit gekennzeichnet ist. Dieses Dependenzverhältnis wird allerdings durch einen dritten Faktor, die Öffentlichkeit, erweitert, so dass eine Dreiecksbeziehung entsteht. In diesem Beziehungsgeflecht ist nun jede der drei Partien auf die andere angewiesen, um auf jeweils unterschiedliche Art und Weise die eigenen Interessen so erfolgreich wie möglich durchzusetzen. 
Parteien und Politiker bedürfen der Medien als Vermittler, um Unterstützung für ihr Handeln bei der Bevölkerung zu bekommen. Um ihre politische Macht zu erhalten, sind sie auf die Bevölkerung und ihr Wohlwollen angewiesen. Für die Medien sind Informationen aus der Politik unentbehrlich. Sie müssen schließlich ihrer öffentlichen Aufgabe nachkommen, nämlich in Form von Informations-, Meinungsbildungs- sowie Kritik- und Kontrollfunktion. Die Bevölkerung ist letztendlich in den meisten Fällen an die verschiedenen Massenmedien gebunden, um an Informationen und Nachrichten über politische Entscheidungen von Regierung und Parteien zu gelangen."
C2,"”Psychische Erkrankungen werden in Deutschland zu spät behandelt.“ Das sagt der Vorsitzende des Aktionsbündnisses ‚Seelische Gesundheit‘, Wolfgang Gaebel. Der Psychiater geht von Millionen psychisch Kranken in Deutschland aus, die unerkannt und unbehandelt leiden. So suchten Angsterkrankte im Durchschnitt erst nach sieben Jahren professionelle Hilfe. Auch bei einer der schwersten seelischen Erkrankung, der Schizophrenie, vergehen oft Jahre vom Auftreten der ersten Symptome bis zum Behandlungsbeginn. Dabei seien psychische Leiden – ebenso wie körperliche – umso schwieriger zu therapieren, je länger sie schon bestehen, sagt Gaebel. Experten gehen davon aus, dass aktuell jeder Zehnte in Deutschland an einer behandlungsbedürftigen psychischen Störung leidet. Am häufigsten treten Angsterkrankungen oder Alkoholstörungen auf, gefolgt von Depressionen.
Ängste treten auf, oft kommen eine gedrückte Stimmung, Schlafprobleme und Nervosität hinzu. Vielfach klagen die Patienten über verschiedene körperliche Beschwerden, etwa unerklärliche Schmerzen oder Ohrgeräusche. Scham und Unwissen sind für die Betroffenen häufig ein Hindernis, frühzeitig Hilfe zu suchen."
C2,"Uta-Maria Torp spricht immer dann, wenn alle still sein sollen. Wenn auf der Bühne alle Sätze gesagt sind und nur noch die Gesten zählen, beginnt ihr Part. Ihre Zuhörer zählen auf sie - denn sie sind blind. Seit mehr als zehn Jahren arbeitet Torp für die Deutsche Hörfilm GmbH. Das gemeinnützige Unternehmen bereitet seit 1998 Filme, Theaterstücke, Ausstellungen oder Stadtführungen so auf, dass auch blinde und sehbehinderte Menschen sie nutzen können. Jedes Jahr werden in Deutschland rund 130 Filme mit Audiodeskriptionen nachvertont, rund 5000 Euro kostet jeweils die Produktion. Die Kosten tragen die öffentlich-rechtlichen Fernsehsender, Produktionsfirmen, Filmverleiher oder Spender wie die Deutsche Hörfilm GmbH. Zieht etwa ein Schauspieler eine Waffe, erfährt das ein blinder Zuhörer von Sprechern wie Torp - im Theater über Kopfhörer. Mimik, Gestik und wichtige Handlungen, all das wird in den Dialogpausen beschrieben. Wie, das entscheidet Susanne Linzer. Sie ist die Autorin der Beschreibungen."
C2,"Im Internet ungeniert über Vorgesetzte oder Arbeitskollegen zu lästern, ist keine gute Idee. Das kann Angestellte den Arbeitsplatz kosten. In einem Fall hatte ein Arbeitnehmer im Einzelhandel Kollegen auf Facebook unter anderem als “Speckrolle“ und „Klugscheißer“ bezeichnet. Für eine fristlose Kündigung reiche das im Prinzip aus, entschied das Arbeitsgericht Duisburg. Wer gegen arbeitsrechtliche Pflichten verstößt, wird normalerweise zunächst abgemahnt; ein sofortiger Rauswurf ist nur in Ausnahmefällen möglich. Bei dem Angestellten, der auf seiner Facebook-Seite über Kollegen schimpfte, hielten die Duisburger Richter die Entlassung für gerechtfertigt. Nur wegen besonderer Umstände kam er trotzdem mit einem blauen Auge davon. Nach Auffassung des Gerichts greift eine grobe Beleidigung bei Facebook stärker als eine Äußerung im Gespräch in die Rechte der Kollegen ein, weil sie bis zur Löschung immer wieder nachgelesen werden kann. Oft unterscheiden Arbeitsgerichte zwischen öffentlichen Einträgen und nur für Freunde zugänglichen Profilen."
C2,"Wir müssen mal reden. Über Männer und Frauen. Im Beruf treffen sie sich täglich. Weltliteratur, Lebens- und Büroerfahrung zeigen: Das kann Probleme geben. 
Natürlich denken und reagieren nicht alle Männer gleich, so wenig wie Frauen. Aber die kommunikative Grundausstattung macht einen Unterschied. Erst recht bei der Arbeit. Frauen sprechen oft ausführlicher und leiser, sie sind indirekter und konsensorientierter, scheuen auch vor Privatem nicht zurück. Das hat für Männer im Berufsleben kaum Platz. Sie formulieren sachlicher und geradliniger, neigen zur Vereinfachung - und wirken dabei auf Kolleginnen oft ruppig. 
Als “Tipp von Frau zu Frau“ rät die Kommunikationsberaterin Claudia E. Enkelmann, „es einem Mann nicht krummzunehmen, wenn ihm das Höflichkeitsmodul fehlt“. Weiter sagt Enkelmann: „Seien Sie direkt, damit Ihre Umgebung Sie verstehen kann und Ihnen schnellstmöglich geholfen wird. Sie versuchen ja auch nicht, auf Japanisch um Hilfe zu rufen, wenn Sie an einem italienischen Strand in Gefahr sind zu ertrinken.“"
C2,"„Lasst uns bitte ausreden.“ Diesen Appell richtet das Institut der Kasseler Stottertherapie zum „Weltstottertag“ an jeden, der einem Stotterer begegnet. „Nehmen Sie stotternde Menschen als Gesprächspartner ernst, hören Sie ruhig zu, lassen Sie uns ausreden und halten Sie aufmerksam Blickkontakt. Auch die weiche, gebundene Sprechtechnik, die Stotterer flüssig reden lässt, erfordert von den Mitmenschen etwas Geduld und Gewöhnung beim Zuhören“, sagt der Leiter des Instituts der Kasseler Stottertherapie, Alexander Wolff von Gudenberg, zum Stottertag. 
Von Gudenberg ist Facharzt für Allgemeinmedizin, Stimm- und Sprachstörungen und selbst seit seiner Kindheit Stotterer. Es gebe in Deutschland etwa 800.000 Stotterer, die unter einem verkrampften und herabsetzenden Umgang mit ihnen litten. Das müsse sich ändern, sagt von Gudenberg. Stottern habe nichts mit Dummheit oder neurotischen Störungen zu tun, sondern sei eine organisch verursachte, vererbbare Sprechbehinderung. Stotternde Menschen seien schon gar keine Witzfiguren. Von Gudenberg fordert Anstand im Umgang mit Stotterern."
C2,"An seine erste Currywurst in Wien kann sich Andreas Scheuer noch genau erinnern. Zunächst war der Berliner begeistert, als er nur wenige Tage nach dem Umzug nach Österreich das Angebot eines Würstelstandes im ersten Bezirk inspizierte. „ Nicht schlecht!“, dachte er, als er dort auch eine Currywurst angeboten sah, und orderte seine Lieblingswurst. Doch was dann auf dem Pappteller lag, bezeichnet er heute, vier Jahre danach, als Schock: eine grobe Bratwurst mit Senf, Currypulver und einer Scheibe Graubrot. 
Nach zwei Bissen kapitulierte Scheuer. Auf sein Ansinnen, eine echte deutsche Currywurst herzustellen, reagierte man hier mit Achselzucken und dort mit Gelächter, bis er beim Wursthersteller Trünkel Glück hatte. Gemeinsam mit dem Familienunternehmen tüftelte er eine Currywurst für seinen Imbiss aus. Das Team kostete sich durch die Wurstsorten. „Als Berliner mit jahrelanger Currywurst-Erfahrung weiß ich einfach, wie so ein Produkt aussehen, riechen und schmecken muss.“"
C2,"Ein Biber hat unzählige Nutzen, vor allem, wenn er tot ist. Zumindest in der Vergangenheit hat das die Menschheit scheinbar so gesehen. Dem Bibergeil – einem Drüsensekret des Bibers – wurde eine heilende Wirkung zugeschrieben. Bis ins 19. Jahrhundert verkauften Apotheken diesen Stoff gegen Gebrechen verschiedener Art. Aus Biberpelz ließen sich warme Mützen und Mäntel nähen, und in der Fastenzeit wurde der pelzige Landschaftsarchitekt gern als Fleischersatz verspeist, weil die Kirche den Wasserbewohner nicht als Säugetier anerkannte. Da der Biber ab und an auch noch für Überschwemmungen von landwirtschaftlichen Nutzflächen sorgte, ist seine starke Verfolgung kein Wunder. 1867 starb er in Bayern aus und drohte aus ganz Deutschland zu verschwinden. Auch die Umgestaltung der Landschaften im Laufe der letzten Jahrhunderte trug zum Lebensraumverlust bei – und dezimierte die Biberpopulation zusätzlich. 
Zurzeit leben etwa 14 000 Biber in Bayern."
C2,"Herr Müller, seit Jahrzehnten befassen Sie sich beruflich mit Märchen. Würden Sie Ihren Beruf als märchenhaft beschreiben? 
Ja, denn ich habe das seltene Glück, Beruf und Hobby zu vereinbaren. Ich bin tatsächlich Märchenforscher aus Leidenschaft. Na ja, ich habe auch noch andere Hobbys und Interessen. Aber ich bin gern und viel mit meinen fünf Enkelkindern zusammen, spiele mit ihnen und lese ihnen vor. Da werde ich häufig gebeten, doch ein Märchen zu erzählen. Auf einmal ist da ein Stück Literatur, in das ein Kind förmlich hineinsteigt. Märchen leisten dieses Identifikationsangebot, das auch Erwachsene noch wahrnehmen. Es ist sehr wichtig, zu lernen, sich mit einer anderen Figur zu freuen, zu leiden. Kinder gewinnen durch Märchen ein Urvertrauen. Wir brauchen Märchen! Es ist der letzte Rest literarischer Allgemeinbildung. 
Es gab aber doch Zeiten, und das ist nicht sehr lange her, da war es verpönt, seinen Kindern Märchen vorzulesen. "
C2,"Die Märchen haben unabhängig von Zeit und Ort mit der Wirklichkeit, und zwar der halb bewussten Wirklichkeit, der Kinder zu tun! Im Zeichentrick dagegen ist die Wirklichkeit eine völlig andere und hier spielt Gewalt auch eine andere Rolle. Nach neuen Erkenntnissen sind diese Filme gerade deshalb so gefährlich, weil sie vortäuschen, dass trotz starker Gewaltdarstellung ihre Helden alle Abenteuer unbeschadet überstehen. So wird auch die Hemmschwelle, anderen Gewalt anzutun, herabgesetzt. Im Märchen ist das anders. Die Hexe bei Hänsel und Gretel verbrennt tatsächlich, aber wichtig ist da doch, dass das Märchen gut endet, dass im Unterschied dazu, wie es bei vielen modernen Fernsehproduktionen ist, das Gute aus guten Gründen siegt. So enden zumindest ja die Märchen bei den Gebrüdern Grimm … 
Ja, könnten Sie uns kurz etwas über diese Brüder erzählen? 
200 Jahre ist es inzwischen her, dass die Kinder- und Hausmärchen der beiden Brüder zum ersten Mal erschienen sind."
C2,"Welche Art von Behinderungen hatten die Schwimmer denn?
Eine Schwimmerin war geistig behindert. Einem anderen Schwimmer fehlte ein Unterschenkel und ein dritter hatte motorische Schwierigkeiten.
Na, das muss für die Betroffenen doch aber ziemlich frustrierend sein, mit euch zu trainieren.
Was meinst du?
Na, dauernd angestarrt zu werden.
Es hat keiner gestarrt. Sicher, am Anfang haben wir geschaut und der eine oder andere mag etwas überrascht gewesen sein, also Schwimmer mit Behinderungen im Trainingslager zu sehen. Aber wenn du auf neue Leute triffst, schaust du sie ja sowieso an, um zu sehen, wer da so dabei ist. Ganz unabhängig davon, ob sie behindert sind oder nicht. Viel hat mit unserer eigenen Unsicherheit dem Thema gegenüber zu tun. Wir „Nicht-Behinderte“ wissen nicht, wo wir hinschauen sollen oder was wir sagen sollen. Die Schwimmer, die ich im Trainingslager kennengelernt habe, gehen mit ihrer Behinderung ganz normal um und ihre Mannschaftskameraden ebenso.
"
C2,"Herr Üders, Sie befassen sich in Ihrer Forschungstätigkeit speziell mit Drohnen. Worum handelt es sich dabei? 
Bei den Drohnen handelt es sich um ferngesteuerte Flugkörper, die, eben weil sie unbemannt sind, in erster Linie militärisch genutzt werden, so zum Beispiel verwendet sie die Bundeswehr bei Auslandseinsätzen. Inzwischen gibt es jedoch schon eine Vielzahl von nicht-militärischen, aber durchaus sehr bedeutsamen Einsatzmöglichkeiten. 
Von der Verwendung von Drohnen in Kriegsgebieten und ihren Folgen hört und liest man in letzter Zeit häufig, aber gerade auch ihr ziviler Einsatz führt derzeit zu heftigen Diskussionen. 
Zu Recht! Der zunehmende Einsatz von Drohnen in Gebieten, in denen keine Kriegshandlungen stattfinden, also etwa in unseren Breiten, wirft eine Menge zu klärender Fragen auf, Fragen danach, was moralisch zulässig und was gesetzlich zu regeln ist. Und die Zeit drängt, denn die Entwicklung dieser Technologie macht Riesenschritte. 
Also handelt es sich nicht um Zukunftsmusik?"
C2,"Täglich schweben bereits die verschiedensten Modelle von Drohnen durch den deutschen Luftraum. Dabei ist die Bandbreite dessen, was technisch möglich ist, enorm. Neben hoch entwickelten Fluggeräten gibt es längst auch solche, die sich der Hobby-Bastler im Elektronik-Versandhandel bestellen und dann selbst zusammenbauen kann. Die sind aber in dem, was sie können, auch nicht zu unterschätzen. In diesem Bereich der Technik tut sich gerade mehr als in jedem anderen. Deshalb war das Thema Drohnen auf der Internationalen Luft- und Raumfahrtausstellung Mitte des Monats in Berlin ein absoluter Anziehungspunkt. Verschiedenste dieser unbemannten Flugobjekte wurden vorgestellt, und es wurden Möglichkeiten aufgezeigt, wie die Geräte auch miteinander kooperieren können. Zudem werden die Geräte immer kleiner und immer vielfältiger einsetzbar. 
Dass die Messe sich so intensiv mit diesem Bereich befasst, muss ja bedeuten, dass da ein großes wirtschaftliches Interesse dahinter steht. Ist aber so ein Gerät nicht für den privaten Gebrauch unerschwinglich?
"
